id,Type_fraude,cluster,Date_systeme
6702022022-10-07 09:06:11.753,fake ville,2,2024-06-27 21:31:09.934297
6703452022-10-12 15:24:02.178,fake ville,2,2024-06-27 21:31:09.934297
6708612022-10-28 11:32:36.691,fake ville,2,2024-06-27 21:31:09.934297
6708662022-10-28 15:28:20.876,fake ville,2,2024-06-27 21:31:09.934297
6708912022-10-29 09:35:05.913,fake ville,2,2024-06-27 21:31:09.934297
6709432022-10-31 18:26:21.344,fake ville,2,2024-06-27 21:31:09.934297
6709582022-11-02 16:08:56.790,fake ville,2,2024-06-27 21:31:09.934297
6709862022-11-03 10:09:37.565,fake ville,2,2024-06-27 21:31:09.934297
6712162022-11-10 14:57:56.798,fake ville,2,2024-06-27 21:31:09.934297
6712392022-11-12 12:07:55.252,fake ville,2,2024-06-27 21:31:09.934297
6712462022-11-14 14:23:39.891,fake ville,2,2024-06-27 21:31:09.934297
6712892022-11-14 17:24:03.150,fake ville,2,2024-06-27 21:31:09.934297
6713182022-11-15 09:20:32.393,fake ville,2,2024-06-27 21:31:09.934297
6713182022-11-15 09:20:47.533,fake ville,2,2024-06-27 21:31:09.934297
6713192022-11-15 09:10:44.753,fake ville,2,2024-06-27 21:31:09.934297
6713212022-11-15 09:16:41.895,fake ville,2,2024-06-27 21:31:09.934297
6713222022-11-15 09:18:01.524,fake ville,2,2024-06-27 21:31:09.934297
6713402022-11-15 10:27:20.714,fake ville,2,2024-06-27 21:31:09.934297
6713612022-11-15 16:13:47.715,fake ville,2,2024-06-27 21:31:09.934297
6713712022-11-15 18:39:30.703,fake ville,2,2024-06-27 21:31:09.934297
6714672022-11-17 14:10:04.580,fake ville,2,2024-06-27 21:31:09.934297
6715102022-11-18 13:05:05.107,fake ville,2,2024-06-27 21:31:09.934297
6715182022-11-18 17:47:45.967,fake ville,2,2024-06-27 21:31:09.934297
6715422022-11-22 09:38:24.194,fake ville,2,2024-06-27 21:31:09.934297
6715472022-11-21 17:13:28.262,fake ville,2,2024-06-27 21:31:09.934297
6716032022-11-23 14:23:08.124,fake ville,2,2024-06-27 21:31:09.934297
6716102022-11-23 14:50:38.006,fake ville,2,2024-06-27 21:31:09.934297
6716142022-11-23 15:08:45.429,fake ville,2,2024-06-27 21:31:09.934297
6716152022-11-23 15:36:06.957,fake ville,2,2024-06-27 21:31:09.934297
6716192022-11-23 15:47:43.065,fake ville,2,2024-06-27 21:31:09.934297
6716222022-11-23 16:03:40.040,fake ville,2,2024-06-27 21:31:09.934297
